:START_ID(User-ID),:END_ID(Place-ID),:TYPE
16,193,CHECKED_IN
16,194,CHECKED_IN
16,197,CHECKED_IN
16,198,CHECKED_IN
16,199,CHECKED_IN
16,200,CHECKED_IN
16,202,CHECKED_IN
16,203,CHECKED_IN
16,204,CHECKED_IN
16,205,CHECKED_IN
16,207,CHECKED_IN
16,208,CHECKED_IN
16,212,CHECKED_IN
16,213,CHECKED_IN
16,215,CHECKED_IN
16,216,CHECKED_IN
16,218,CHECKED_IN
16,219,CHECKED_IN
16,220,CHECKED_IN
16,223,CHECKED_IN
16,224,CHECKED_IN
16,228,CHECKED_IN
16,229,CHECKED_IN
16,230,CHECKED_IN
16,232,CHECKED_IN
16,237,CHECKED_IN
16,239,CHECKED_IN
16,240,CHECKED_IN
16,241,CHECKED_IN
16,242,CHECKED_IN
16,244,CHECKED_IN
16,245,CHECKED_IN
16,246,CHECKED_IN
16,247,CHECKED_IN
16,248,CHECKED_IN
16,251,CHECKED_IN
30,407,CHECKED_IN
30,228,CHECKED_IN
30,48,CHECKED_IN
30,409,CHECKED_IN
30,410,CHECKED_IN
30,412,CHECKED_IN
30,413,CHECKED_IN
30,150,CHECKED_IN
30,414,CHECKED_IN
30,417,CHECKED_IN
30,419,CHECKED_IN
30,421,CHECKED_IN
30,424,CHECKED_IN
30,426,CHECKED_IN
30,427,CHECKED_IN
30,428,CHECKED_IN
30,429,CHECKED_IN
30,431,CHECKED_IN
30,149,CHECKED_IN
30,432,CHECKED_IN
30,435,CHECKED_IN
30,436,CHECKED_IN
30,364,CHECKED_IN
30,439,CHECKED_IN
30,441,CHECKED_IN
30,442,CHECKED_IN
30,12,CHECKED_IN
30,443,CHECKED_IN
30,339,CHECKED_IN
30,445,CHECKED_IN
30,152,CHECKED_IN
30,446,CHECKED_IN
30,447,CHECKED_IN
30,449,CHECKED_IN
30,451,CHECKED_IN
30,54,CHECKED_IN
30,452,CHECKED_IN
30,453,CHECKED_IN
30,454,CHECKED_IN
30,455,CHECKED_IN
30,457,CHECKED_IN
30,458,CHECKED_IN
30,460,CHECKED_IN
33,495,CHECKED_IN
33,496,CHECKED_IN
33,497,CHECKED_IN
33,11,CHECKED_IN
33,12,CHECKED_IN
33,498,CHECKED_IN
33,360,CHECKED_IN
33,499,CHECKED_IN
33,502,CHECKED_IN
33,503,CHECKED_IN
33,504,CHECKED_IN
33,505,CHECKED_IN
33,506,CHECKED_IN
33,508,CHECKED_IN
33,511,CHECKED_IN
33,512,CHECKED_IN
33,228,CHECKED_IN
33,516,CHECKED_IN
33,172,CHECKED_IN
33,519,CHECKED_IN
33,521,CHECKED_IN
33,523,CHECKED_IN
33,524,CHECKED_IN
33,526,CHECKED_IN
33,528,CHECKED_IN
33,529,CHECKED_IN
33,531,CHECKED_IN
33,59,CHECKED_IN
33,536,CHECKED_IN
33,538,CHECKED_IN
33,539,CHECKED_IN
33,540,CHECKED_IN
33,54,CHECKED_IN
33,541,CHECKED_IN
33,542,CHECKED_IN
33,544,CHECKED_IN
33,547,CHECKED_IN
33,549,CHECKED_IN
33,307,CHECKED_IN
33,554,CHECKED_IN
33,557,CHECKED_IN
33,560,CHECKED_IN
33,561,CHECKED_IN
33,562,CHECKED_IN
33,563,CHECKED_IN
33,152,CHECKED_IN
33,193,CHECKED_IN
33,564,CHECKED_IN
33,565,CHECKED_IN
33,566,CHECKED_IN
33,442,CHECKED_IN
33,568,CHECKED_IN
33,570,CHECKED_IN
33,571,CHECKED_IN
33,572,CHECKED_IN
33,248,CHECKED_IN
33,573,CHECKED_IN
33,574,CHECKED_IN
33,575,CHECKED_IN
33,41,CHECKED_IN
33,577,CHECKED_IN
33,579,CHECKED_IN
33,582,CHECKED_IN
33,583,CHECKED_IN
33,585,CHECKED_IN
33,590,CHECKED_IN
33,593,CHECKED_IN
33,594,CHECKED_IN
33,595,CHECKED_IN
33,596,CHECKED_IN
33,597,CHECKED_IN
33,156,CHECKED_IN
33,599,CHECKED_IN
35,307,CHECKED_IN
35,619,CHECKED_IN
35,284,CHECKED_IN
35,621,CHECKED_IN
35,11,CHECKED_IN
35,624,CHECKED_IN
35,626,CHECKED_IN
35,627,CHECKED_IN
35,304,CHECKED_IN
35,229,CHECKED_IN
35,103,CHECKED_IN
35,630,CHECKED_IN
35,600,CHECKED_IN
35,632,CHECKED_IN
35,637,CHECKED_IN
35,523,CHECKED_IN
35,641,CHECKED_IN
35,642,CHECKED_IN
35,643,CHECKED_IN
35,397,CHECKED_IN
35,647,CHECKED_IN
37,156,CHECKED_IN
37,701,CHECKED_IN
37,702,CHECKED_IN
37,703,CHECKED_IN
37,704,CHECKED_IN
37,707,CHECKED_IN
37,708,CHECKED_IN
37,710,CHECKED_IN
37,711,CHECKED_IN
37,713,CHECKED_IN
37,714,CHECKED_IN
37,715,CHECKED_IN
37,717,CHECKED_IN
37,718,CHECKED_IN
37,719,CHECKED_IN
37,721,CHECKED_IN
37,723,CHECKED_IN
37,724,CHECKED_IN
37,726,CHECKED_IN
37,727,CHECKED_IN
37,728,CHECKED_IN
37,730,CHECKED_IN
37,731,CHECKED_IN
37,161,CHECKED_IN
37,736,CHECKED_IN
37,737,CHECKED_IN
37,738,CHECKED_IN
37,739,CHECKED_IN
37,740,CHECKED_IN
37,741,CHECKED_IN
37,742,CHECKED_IN
37,7,CHECKED_IN
37,743,CHECKED_IN
37,744,CHECKED_IN
37,745,CHECKED_IN
37,176,CHECKED_IN
37,746,CHECKED_IN
37,748,CHECKED_IN
37,750,CHECKED_IN
37,751,CHECKED_IN
37,752,CHECKED_IN
37,753,CHECKED_IN
37,754,CHECKED_IN
37,755,CHECKED_IN
37,756,CHECKED_IN
37,758,CHECKED_IN
37,759,CHECKED_IN
37,760,CHECKED_IN
37,761,CHECKED_IN
37,763,CHECKED_IN
37,766,CHECKED_IN
37,767,CHECKED_IN
37,307,CHECKED_IN
37,229,CHECKED_IN
37,769,CHECKED_IN
37,770,CHECKED_IN
37,771,CHECKED_IN
37,773,CHECKED_IN
37,774,CHECKED_IN
37,197,CHECKED_IN
37,775,CHECKED_IN
42,799,CHECKED_IN
42,800,CHECKED_IN
42,802,CHECKED_IN
42,803,CHECKED_IN
42,111,CHECKED_IN
42,59,CHECKED_IN
42,808,CHECKED_IN
42,809,CHECKED_IN
42,320,CHECKED_IN
42,12,CHECKED_IN
42,229,CHECKED_IN
42,811,CHECKED_IN
42,812,CHECKED_IN
42,814,CHECKED_IN
42,815,CHECKED_IN
42,816,CHECKED_IN
42,817,CHECKED_IN
42,818,CHECKED_IN
42,819,CHECKED_IN
42,821,CHECKED_IN
42,823,CHECKED_IN
42,825,CHECKED_IN
42,826,CHECKED_IN
42,828,CHECKED_IN
42,830,CHECKED_IN
42,831,CHECKED_IN
42,832,CHECKED_IN
42,833,CHECKED_IN
42,834,CHECKED_IN
42,193,CHECKED_IN
42,132,CHECKED_IN
42,836,CHECKED_IN
42,839,CHECKED_IN
42,11,CHECKED_IN
42,840,CHECKED_IN
42,841,CHECKED_IN
42,25,CHECKED_IN
42,624,CHECKED_IN
42,844,CHECKED_IN
42,845,CHECKED_IN
42,846,CHECKED_IN
42,847,CHECKED_IN
42,115,CHECKED_IN
42,848,CHECKED_IN
42,851,CHECKED_IN
42,853,CHECKED_IN
42,855,CHECKED_IN
42,856,CHECKED_IN
42,857,CHECKED_IN
42,858,CHECKED_IN
47,808,CHECKED_IN
47,156,CHECKED_IN
47,360,CHECKED_IN
47,913,CHECKED_IN
47,914,CHECKED_IN
47,12,CHECKED_IN
47,304,CHECKED_IN
47,485,CHECKED_IN
47,103,CHECKED_IN
47,917,CHECKED_IN
47,812,CHECKED_IN
47,176,CHECKED_IN
47,892,CHECKED_IN
47,920,CHECKED_IN
47,921,CHECKED_IN
47,922,CHECKED_IN
47,923,CHECKED_IN
47,924,CHECKED_IN
47,925,CHECKED_IN
47,926,CHECKED_IN
47,619,CHECKED_IN
47,929,CHECKED_IN
47,171,CHECKED_IN
47,930,CHECKED_IN
47,339,CHECKED_IN
47,931,CHECKED_IN
47,932,CHECKED_IN
47,111,CHECKED_IN
47,933,CHECKED_IN
47,229,CHECKED_IN
47,934,CHECKED_IN
47,936,CHECKED_IN
47,937,CHECKED_IN
47,871,CHECKED_IN
47,938,CHECKED_IN
47,939,CHECKED_IN
47,940,CHECKED_IN
47,941,CHECKED_IN
47,942,CHECKED_IN
47,888,CHECKED_IN
47,943,CHECKED_IN
72,36,CHECKED_IN
72,1185,CHECKED_IN
72,1186,CHECKED_IN
72,104,CHECKED_IN
72,1187,CHECKED_IN
72,1188,CHECKED_IN
72,1189,CHECKED_IN
72,1190,CHECKED_IN
72,1191,CHECKED_IN
72,1192,CHECKED_IN
72,111,CHECKED_IN
72,728,CHECKED_IN
72,7,CHECKED_IN
72,1195,CHECKED_IN
72,1198,CHECKED_IN
72,1199,CHECKED_IN
72,11,CHECKED_IN
72,8,CHECKED_IN
72,171,CHECKED_IN
72,766,CHECKED_IN
72,360,CHECKED_IN
72,485,CHECKED_IN
72,12,CHECKED_IN
72,1202,CHECKED_IN
72,1204,CHECKED_IN
72,476,CHECKED_IN
72,1205,CHECKED_IN
72,103,CHECKED_IN
72,1207,CHECKED_IN
72,246,CHECKED_IN
72,44,CHECKED_IN
72,640,CHECKED_IN
72,304,CHECKED_IN
72,802,CHECKED_IN
72,579,CHECKED_IN
72,157,CHECKED_IN
72,1211,CHECKED_IN
72,156,CHECKED_IN
72,1215,CHECKED_IN
72,150,CHECKED_IN
72,754,CHECKED_IN
72,176,CHECKED_IN
72,1216,CHECKED_IN
79,892,CHECKED_IN
79,442,CHECKED_IN
79,11,CHECKED_IN
79,745,CHECKED_IN
79,1262,CHECKED_IN
79,1264,CHECKED_IN
79,1265,CHECKED_IN
79,1266,CHECKED_IN
79,491,CHECKED_IN
79,1267,CHECKED_IN
79,1270,CHECKED_IN
79,304,CHECKED_IN
79,224,CHECKED_IN
79,1272,CHECKED_IN
79,393,CHECKED_IN
79,1277,CHECKED_IN
79,1278,CHECKED_IN
79,1279,CHECKED_IN
79,1280,CHECKED_IN
79,73,CHECKED_IN
79,1281,CHECKED_IN
79,1283,CHECKED_IN
79,1284,CHECKED_IN
79,1285,CHECKED_IN
79,1286,CHECKED_IN
79,72,CHECKED_IN
79,1291,CHECKED_IN
79,1293,CHECKED_IN
80,1296,CHECKED_IN
80,819,CHECKED_IN
80,1298,CHECKED_IN
80,344,CHECKED_IN
80,1299,CHECKED_IN
80,1300,CHECKED_IN
80,485,CHECKED_IN
80,1301,CHECKED_IN
80,161,CHECKED_IN
80,1302,CHECKED_IN
80,1303,CHECKED_IN
80,1304,CHECKED_IN
80,1306,CHECKED_IN
80,368,CHECKED_IN
80,360,CHECKED_IN
80,323,CHECKED_IN
80,171,CHECKED_IN
80,111,CHECKED_IN
80,853,CHECKED_IN
80,42,CHECKED_IN
80,1310,CHECKED_IN
80,802,CHECKED_IN
80,1313,CHECKED_IN
80,1314,CHECKED_IN
80,8,CHECKED_IN
80,1315,CHECKED_IN
80,1316,CHECKED_IN
80,1086,CHECKED_IN
80,1318,CHECKED_IN
80,888,CHECKED_IN
80,1320,CHECKED_IN
80,1324,CHECKED_IN
80,1327,CHECKED_IN
80,1329,CHECKED_IN
80,246,CHECKED_IN
80,1331,CHECKED_IN
80,1333,CHECKED_IN
80,1335,CHECKED_IN
80,1336,CHECKED_IN
80,1338,CHECKED_IN
